Register Number,Exam,Course Code,Course Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,CO1,CO2,CO3,CO4,CO5,CO6,CO_Avg,Category
FKAYBCM119,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.75,2.75,1.0,0.0,1.33,3.33,1.53,At-risk
FKAYBCM101,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,0.75,0.0,0.0,0.0,0.67,0.36,At-risk
FKAYBCM120,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,1.0,5.0,0.0,4.0,6.0,5.0,1.0,0.0,7.0,2.75,2.5,3.33,2.67,3.67,1.33,2.71,Below Average
FKAYBCM121,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,6.0,6.0,0.0,0.0,4.0,1.0,2.25,0.0,2.0,2.67,0.0,1.32,At-risk
FKAYBCM122,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,0.0,0.0,6.0,0.0,6.0,4.0,3.0,4.0,2.25,1.75,4.0,2.0,3.67,3.33,2.83,Below Average
FKAYBCM123,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,0.0,2.0,0.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.75,0.5,1.67,1.0,1.67,1.0,1.1,At-risk
FKAYBCM124,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,5.0,6.0,6.0,5.0,6.0,0.0,5.0,0.0,0.0,8.0,3.0,4.0,3.0,1.0,3.67,3.67,3.06,Average
FKAYBCM125,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.5,2.0,0.0,0.0,0.67,2.0,0.86,At-risk
FKAYBCM126,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,2.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,5.0,2.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,3.75,2.0,1.33,2.67,2.0,2.33,2.35,Below Average
FKAYBCM127,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.25,0.67,0.67,0.67,1.0,0.71,At-risk
FKAYBCM128,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,3.0,0.0,3.0,0.5,1.75,0.67,2.0,0.33,1.0,1.04,At-risk
FKAYBCM129,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,2.0,3.0,2.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,1.0,6.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,8.0,2.5,3.75,1.67,3.0,3.0,4.33,3.04,Average
FKAYBCM102,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,1.25,3.0,2.0,0.0,2.33,3.67,2.04,Below Average
FKAYBCM130,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,1.25,0.0,0.0,0.33,0.33,0.36,At-risk
FKAYBCM131,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,2.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,5.0,5.0,6.0,0.0,6.0,6.0,4.0,0.0,0.0,9.0,2.0,3.0,3.33,3.0,2.33,3.33,2.83,Below Average
FKAYBCM132,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,2.0,3.0,5.0,3.0,0.0,0.0,4.0,0.0,6.0,0.0,8.0,0.0,3.5,0.75,3.33,1.0,3.67,2.67,2.49,Below Average
FKAYBCM133,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,5.0,1.0,0.0,5.0,0.75,3.0,1.67,0.0,2.67,0.33,1.4,At-risk
FKAYBCM134,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,5.0,6.0,6.0,2.0,5.0,5.0,0.0,6.0,0.0,4.0,2.25,2.67,2.67,3.0,3.0,2.93,Below Average
FKAYBCM135,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,4.0,4.0,5.0,0.0,5.0,5.0,3.0,2.0,2.33,2.0,3.0,1.33,2.28,Below Average
FKAYBCM136,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,6.0,0.0,2.0,4.0,5.0,5.0,6.0,0.0,8.0,1.5,3.25,3.33,2.67,3.67,5.33,3.29,Average
FKAYBCM137,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,9.0,2.25,4.5,2.0,2.0,2.0,2.0,2.46,Below Average
FKAYBCM138,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,6.0,2.0,6.0,0.0,8.0,1.5,2.75,2.0,3.0,1.33,3.33,2.32,Below Average
FKAYBCM139,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,5.0,6.0,6.0,4.0,0.0,6.0,6.0,2.0,0.0,8.0,2.25,3.75,2.0,4.0,2.33,4.33,3.11,Average
FKAYBCM103,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,6.0,0.0,2.25,2.0,1.67,2.0,1.67,1.6,At-risk
FKAYBCM141,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,6.0,5.0,6.0,0.0,6.0,5.0,2.0,0.0,6.0,2.75,4.5,2.0,4.0,3.33,4.33,3.48,Average
FKAYBCM142,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,2.0,2.0,0.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0,3.0,1.0,0.0,5.0,3.0,2.0,0.0,6.0,2.0,2.25,1.33,3.0,2.33,3.33,2.37,Below Average
FKAYBCM143,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,4.0,0.5,2.25,1.33,2.0,3.0,2.33,1.9,At-risk
FKAYBCM144,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.75,1.75,1.0,0.33,2.0,1.0,1.14,At-risk
FKAYBCM145,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.5,4.0,3.0,4.0,0.0,1.0,0.0,4.0,2.0,0.0,5.0,1.0,2.0,1.33,0.0,1.83,3.0,1.53,At-risk
FKAYBCM146,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0,5.0,0.0,0.0,5.0,0.0,6.0,6.0,6.0,0.0,3.0,1.5,3.67,2.0,3.0,5.0,3.03,Average
FKAYBCM147,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.75,1.25,1.33,1.67,0.67,1.33,1.5,At-risk
FKAYBCM148,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,1.0,1.0,0.0,0.0,0.38,At-risk
FKAYBCM149,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,0.0,3.0,5.0,1.0,1.0,5.0,4.0,0.0,8.0,2.0,4.5,2.0,1.67,2.67,2.67,2.58,Below Average
FKAYBCM150,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,4.0,0.0,2.0,0.5,1.0,2.33,1.0,1.0,2.33,1.36,At-risk
FKAYBCM104,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,4.5,3.0,6.0,5.5,6.0,5.0,0.0,8.0,1.62,4.25,4.0,3.5,3.33,4.0,3.45,Average
FKAYBCM151,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,2.25,1.67,0.0,1.0,2.0,1.15,At-risk
FKAYBCM152,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,4.0,5.0,3.0,3.0,6.0,5.0,5.0,0.0,0.0,2.5,2.0,3.0,3.33,2.67,3.0,2.75,Below Average
FKAYBCM153,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,1.0,4.0,0.0,5.0,0.0,2.25,1.5,1.33,1.33,2.0,0.0,1.4,At-risk
FKAYBCM154,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,8.0,2.5,3.75,3.0,2.0,3.0,2.0,2.71,Below Average
FKAYBCM155,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,1.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,4.0,3.0,0.0,5.0,6.0,3.0,0.0,8.0,2.0,3.5,2.0,3.0,4.0,1.0,2.58,Below Average
FKAYBCM156,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,2.0,1.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,8.0,1.25,2.5,2.0,1.67,0.67,3.0,1.85,At-risk
FKAYBCM157,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,2.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.75,2.25,1.0,0.0,0.0,2.0,1.0,At-risk
FKAYBCM158,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,2.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,6.0,1.25,2.0,2.67,0.0,2.33,2.0,1.71,At-risk
FKAYBCM159,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,2.0,3.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,3.0,1.5,2.0,1.33,1.67,1.33,3.67,1.92,At-risk
FKAYBCM160,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,4.0,3.0,1.0,0.0,2.0,1.0,0.5,1.33,1.33,2.0,1.33,1.25,At-risk
FKAYBCM105,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,1.0,2.0,3.0,0.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,0.0,0.0,8.0,2.25,4.25,4.0,3.33,3.33,3.0,3.36,Average
FKAYBCM106,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,9.0,0.25,2.25,2.67,0.67,2.0,1.0,1.47,At-risk
FKAYBCM107,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,6.0,6.0,0.0,3.0,5.0,6.0,0.0,0.0,5.0,3.0,2.0,3.0,3.33,3.67,3.67,3.11,Average
FKAYBCM108,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,4.0,5.0,0.0,0.0,4.0,5.0,3.0,2.0,0.0,8.0,0.75,2.75,3.0,2.67,2.0,3.67,2.47,Below Average
FKAYBCM109,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1CJ101-SF,Management Principles and Application,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,3.0,6.0,2.0,6.0,0.0,7.0,0.75,2.5,3.0,4.0,1.67,4.0,2.65,Below Average
FKAYBBAR22,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,3.0,10.0,0.0,,,,3.33,3.33,2.33,4.67,1.33,6.0,3.5,Average
FKAYBBAR25,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,,,,1.33,0.33,0.67,0.0,1.33,2.0,0.94,At-risk
FKAYBBAR01,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,6.0,0.0,6.0,5.0,4.0,0.0,10.0,,,,2.67,3.0,2.67,0.67,4.67,3.0,2.78,Below Average
FKAYBBAR02,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,2.0,6.0,10.0,0.0,,,,3.33,2.0,3.33,4.67,1.33,6.0,3.44,Average
FKAYBBAR03,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,4.0,6.0,3.0,1.0,0.0,8.0,,,,2.33,1.67,1.0,0.33,3.67,4.5,2.25,Below Average
FKAYBBAR04,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,10.0,0.0,,,,3.33,3.33,1.67,4.0,1.33,6.0,3.28,Average
FKAYBBAR05,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,6.0,4.0,6.0,2.0,3.0,7.0,0.0,,,,3.33,1.67,2.0,3.0,1.0,5.0,2.67,Below Average
FKAYBBAR06,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,6.0,5.0,5.0,0.0,4.0,,,,2.67,2.67,2.0,0.67,2.67,3.0,2.28,Below Average
FKAYBBAR29,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,10.0,0.0,,,,3.33,3.33,3.33,4.67,1.33,6.0,3.67,Average
FKAYBBAR30,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,6.0,6.0,5.0,7.0,0.0,,,,3.0,3.0,2.67,3.67,1.33,4.5,3.03,Average
FKAYASYR13,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,3.0,0.0,6.0,,,,1.67,1.0,2.0,0.33,3.0,3.0,1.83,At-risk
FKAYBBAR09,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,0.0,6.0,5.0,5.0,10.0,0.0,,,,3.33,3.0,3.0,4.67,1.33,3.0,3.06,Average
FKAYBBAR31,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,0.0,10.0,,,,3.33,3.33,3.33,1.33,4.67,6.0,3.67,Average
FKAYBBAR32,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,6.0,0.0,8.0,,,,2.0,2.67,2.67,1.33,4.0,3.0,2.61,Below Average
FKAYBBAR33,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,6.0,5.0,7.0,0.0,,,,2.67,3.0,3.0,3.67,1.33,3.5,2.86,Below Average
FKAYBBAR35,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,6.0,2.0,5.0,0.0,2.0,6.0,4.0,,,,2.33,1.0,1.33,2.67,2.67,4.0,2.33,Below Average
FKAYBBAR36,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,3.0,6.0,3.0,3.0,0.0,8.0,,,,2.67,2.33,1.67,0.67,4.0,3.5,2.47,Below Average
FKAYBBAR37,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,5.0,0.0,10.0,,,,3.33,3.33,3.0,1.33,4.67,6.0,3.61,Average
FKAYBBAR38,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,0.0,4.0,,,,2.0,3.0,1.67,0.33,2.67,3.0,2.11,Below Average
FKAYBBAR39,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,6.0,2.0,4.0,4.0,0.0,4.0,0.0,,,,1.33,1.67,0.67,1.67,0.67,4.0,1.67,At-risk
FKAYBBAR41,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,,,,1.0,0.67,0.67,0.67,0.33,1.0,0.72,At-risk
FKAYBBAR43,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,4.0,6.0,0.0,0.0,6.0,,,,2.67,3.33,1.33,1.33,3.33,4.5,2.75,Below Average
FKAYBBAR44,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,4.0,6.0,0.0,0.0,6.0,,,,2.67,3.33,1.33,1.33,3.33,4.5,2.75,Below Average
FKAYBBAR45,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,5.0,6.0,4.0,0.0,10.0,,,,3.0,3.33,2.67,1.33,4.67,5.5,3.42,Average
FKAYBBAR48,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,5.0,2.0,3.0,5.0,0.0,,,,2.33,1.0,1.0,2.0,0.33,2.5,1.53,At-risk
FKAYBBAR49,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,6.0,0.0,,,,0.67,1.33,0.33,2.0,1.0,2.5,1.3,At-risk
FKAYBBAR50,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,0.0,0.67,0.0,0.0,0.33,1.0,0.33,At-risk
FKAYBBAR51,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,0.0,0.67,0.0,0.0,0.33,1.0,0.33,At-risk
FKAYBBAR54,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",COM1FM105(2),Stock Market Fundamentals,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,3.0,6.0,6.0,0.0,,,,3.0,2.33,3.33,3.33,1.33,4.0,2.89,Below Average
